paper_no,first_author,year,original_acupoint,standard_acupoint,system,action,reason
1,Chen,1999,GV20,GV20,body,keep,표준 체침 경혈 코드
1,Chen,1999,GB20,GB20,body,keep,표준 체침 경혈 코드
1,Chen,1999,EX-HN22,EX-HN22,body,keep,표준 체침 경혈 코드
1,Chen,1999,HT7,HT7,body,keep,표준 체침 경혈 코드
1,Chen,1999,hands(unspecified),,unknown,drop,특정 경혈로 식별 불가
2,Chen,2009,EX-HN3,EX-HN3,body,keep,표준 체침 경혈 코드
2,Chen,2009,GV24,GV24,body,keep,표준 체침 경혈 코드
2,Chen,2009,GV20,GV20,body,keep,표준 체침 경혈 코드
2,Chen,2009,EX-HN5,EX-HN5,body,keep,표준 체침 경혈 코드
2,Chen,2009,HT7,HT7,body,keep,표준 체침 경혈 코드
2,Chen,2009,(Ear) Shenmen,EAR_SHENMEN,ear,map,이침 경혈 표준화
2,Chen,2009,heart,EAR_HEART,ear,map,이침 경혈 표준화
2,Chen,2009,lung,EAR_LUNG,ear,map,이침 경혈 표준화
2,Chen,2009,spleen,EAR_SPLEEN,ear,map,이침 경혈 표준화
2,Chen,2009,kidney,EAR_KIDNEY,ear,map,이침 경혈 표준화
2,Chen,2009,liver,EAR_LIVER,ear,map,이침 경혈 표준화
2,Chen,2009,endocrine,EAR_ENDOCRINE,ear,map,이침 경혈 표준화
2,Chen,2009,sympathetic,EAR_SYMPATHETIC,ear,map,이침 경혈 표준화
2,Chen,2009,cortical areas,EAR_CORTICAL_AREAS,ear,map,이침 경혈 표준화
3,Cui,2003,GV20,GV20,body,keep,표준 체침 경혈 코드
3,Cui,2003,GV24,GV24,body,keep,표준 체침 경혈 코드
3,Cui,2003,EX-HN1,EX-HN1,body,keep,표준 체침 경혈 코드
3,Cui,2003,HT7,HT7,body,keep,표준 체침 경혈 코드
3,Cui,2003,PC6,PC6,body,keep,표준 체침 경혈 코드
3,Cui,2003,CV12,CV12,body,keep,표준 체침 경혈 코드
3,Cui,2003,ST40,ST40,body,keep,표준 체침 경혈 코드
3,Cui,2003,SP4,SP4,body,keep,표준 체침 경혈 코드
4,Du,2007,EX-HN3,EX-HN3,body,keep,표준 체침 경혈 코드
4,Du,2007,SP6,SP6,body,keep,표준 체침 경혈 코드
4,Du,2007,1 inch above medial malleolus,,unknown,drop,특정 경혈로 식별 불가
4,Du,2007,BL15,BL15,body,keep,표준 체침 경혈 코드
4,Du,2007,BL20,BL20,body,keep,표준 체침 경혈 코드
4,Du,2007,BL18,BL18,body,keep,표준 체침 경혈 코드
4,Du,2007,BL23,BL23,body,keep,표준 체침 경혈 코드
4,Du,2007,KI3,KI3,body,keep,표준 체침 경혈 코드
4,Du,2007,TE6,TE6,body,keep,표준 체침 경혈 코드
4,Du,2007,LR2,LR2,body,keep,표준 체침 경혈 코드
4,Du,2007,GB43,GB43,body,keep,표준 체침 경혈 코드
5,Guo,2009,EX-HN1,EX-HN1,body,keep,표준 체침 경혈 코드
5,Guo,2009,HT7,HT7,body,keep,표준 체침 경혈 코드
5,Guo,2009,SP6,SP6,body,keep,표준 체침 경혈 코드
5,Guo,2009,CV4,CV4,body,keep,표준 체침 경혈 코드
5,Guo,2009,BL15,BL15,body,keep,표준 체침 경혈 코드
5,Guo,2009,BL20,BL20,body,keep,표준 체침 경혈 코드
5,Guo,2009,BL23,BL23,body,keep,표준 체침 경혈 코드
5,Guo,2009,KI3,KI3,body,keep,표준 체침 경혈 코드
5,Guo,2009,BL21,BL21,body,keep,표준 체침 경혈 코드
5,Guo,2009,ST36,ST36,body,keep,표준 체침 경혈 코드
5,Guo,2009,BL18,BL18,body,keep,표준 체침 경혈 코드
5,Guo,2009,LR3,LR3,body,keep,표준 체침 경혈 코드
6,Hisghman,2006,(Ear) Shenmen,EAR_SHENMEN,ear,map,이침 경혈 표준화
6,Hisghman,2006,heart,EAR_HEART,ear,map,이침 경혈 표준화
6,Hisghman,2006,kidney,EAR_KIDNEY,ear,map,이침 경혈 표준화
6,Hisghman,2006,liver,EAR_LIVER,ear,map,이침 경혈 표준화
6,Hisghman,2006,spleen,EAR_SPLEEN,ear,map,이침 경혈 표준화
6,Hisghman,2006,occiput and subcortex,EAR_OCCIPUT,ear,split,합쳐진 이침 경혈 분리
6,Hisghman,2006,occiput and subcortex,EAR_SUBCORTEX,ear,split,합쳐진 이침 경혈 분리
7,Hwang,2007,multiple acupoints(경혈 명시X),,unknown,drop,특정 경혈로 식별 불가
8,Jian,2005,BL15,BL15,body,keep,표준 체침 경혈 코드
8,Jian,2005,EX-HN22,EX-HN22,body,keep,표준 체침 경혈 코드
8,Jian,2005,GV20,GV20,body,keep,표준 체침 경혈 코드
8,Jian,2005,GV24,GV24,body,keep,표준 체침 경혈 코드
8,Jian,2005,KI6,KI6,body,keep,표준 체침 경혈 코드
8,Jian,2005,HT7,HT7,body,keep,표준 체침 경혈 코드
8,Jian,2005,EX-HN5,EX-HN5,body,keep,표준 체침 경혈 코드
9,Jin,2003,(Ear) Shenmen,EAR_SHENMEN,ear,map,이침 경혈 표준화
9,Jin,2003,Occiput,EAR_OCCIPUT,ear,map,이침 경혈 표준화
9,Jin,2003,Subcortex,EAR_SUBCORTEX,ear,map,이침 경혈 표준화
9,Jin,2003,Liver,EAR_LIVER,ear,map,이침 경혈 표준화
9,Jin,2003,Gallbladder,EAR_GALLBLADDER,ear,map,이침 경혈 표준화
9,Jin,2003,Spleen,EAR_SPLEEN,ear,map,이침 경혈 표준화
9,Jin,2003,Stomach,EAR_STOMACH,ear,map,이침 경혈 표준화
9,Jin,2003,Heart,EAR_HEART,ear,map,이침 경혈 표준화
9,Jin,2003,Kidney,EAR_KIDNEY,ear,map,이침 경혈 표준화
10,Kaiser-Pagliarini,2009,경혈 명시X,,unknown,drop,특정 경혈로 식별 불가
11,Kim,2004,HT7,HT7,body,keep,표준 체침 경혈 코드
11,Kim,2004,PC6,PC6,body,keep,표준 체침 경혈 코드
12,Lai,2010,KI6,KI6,body,keep,표준 체침 경혈 코드
12,Lai,2010,BL62,BL62,body,keep,표준 체침 경혈 코드
12,Lai,2010,HT7,HT7,body,keep,표준 체침 경혈 코드
12,Lai,2010,EX-HN3,EX-HN3,body,keep,표준 체침 경혈 코드
12,Lai,2010,EX-HN1,EX-HN1,body,keep,표준 체침 경혈 코드
12,Lai,2010,EX-HN22,EX-HN22,body,keep,표준 체침 경혈 코드
12,Lai,2010,BL15,BL15,body,keep,표준 체침 경혈 코드
12,Lai,2010,BL20,BL20,body,keep,표준 체침 경혈 코드
12,Lai,2010,ST36,ST36,body,keep,표준 체침 경혈 코드
13,Lee,2009,HT7,HT7,body,keep,표준 체침 경혈 코드
13,Lee,2009,PC6,PC6,body,keep,표준 체침 경혈 코드
15,Lin,2007,(Ear) Shenmen,EAR_SHENMEN,ear,map,이침 경혈 표준화
15,Lin,2007,Endocrine,EAR_ENDOCRINE,ear,map,이침 경혈 표준화
15,Lin,2007,Heart,EAR_HEART,ear,map,이침 경혈 표준화
15,Lin,2007,Small Intestine,EAR_SMALL_INTESTINE,ear,map,이침 경혈 표준화
15,Lin,2007,Liver,EAR_LIVER,ear,map,이침 경혈 표준화
15,Lin,2007,Kidney,EAR_KIDNEY,ear,map,이침 경혈 표준화
15,Lin,2007,Gallbladder,EAR_GALLBLADDER,ear,map,이침 경혈 표준화
15,Lin,2007,Spleen,EAR_SPLEEN,ear,map,이침 경혈 표준화
15,Lin,2007,Large Intestine,EAR_LARGE_INTESTINE,ear,map,이침 경혈 표준화
15,Lin,2007,Sanjiao,EAR_SANJIAO,ear,map,이침 경혈 표준화
16,Liu,2001,EX-HN3,EX-HN3,body,keep,표준 체침 경혈 코드
16,Liu,2001,KI6,KI6,body,keep,표준 체침 경혈 코드
16,Liu,2001,HT7,HT7,body,keep,표준 체침 경혈 코드
16,Liu,2001,EX-HN5,EX-HN5,body,keep,표준 체침 경혈 코드
16,Liu,2001,KI3,KI3,body,keep,표준 체침 경혈 코드
16,Liu,2001,ST36,ST36,body,keep,표준 체침 경혈 코드
16,Liu,2001,LR3,LR3,body,keep,표준 체침 경혈 코드
16,Liu,2001,CV12,CV12,body,keep,표준 체침 경혈 코드
16,Liu,2001,ST21,ST21,body,keep,표준 체침 경혈 코드
17,Lu,1998,PC6(bilaterally),PC6,body,map,체침 경혈 코드 표준화
18,Luo,2006,족태양방광경(BL),,unknown,drop,특정 경혈로 식별 불가
18,Luo,2006,독맥(GV)의 모든 경혈: BL1,,unknown,drop,특정 경혈로 식별 불가
18,Luo,2006,BL2,BL2,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL3,BL3,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL4,BL4,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL5,BL5,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL6,BL6,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL7,BL7,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL8,BL8,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL9,BL9,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL10,BL10,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL11,BL11,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL12,BL12,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL13,BL13,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL14,BL14,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL15,BL15,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL16,BL16,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL17,BL17,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL18,BL18,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL19,BL19,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL20,BL20,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL21,BL21,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL22,BL22,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL23,BL23,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL24,BL24,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL25,BL25,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL26,BL26,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL27,BL27,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL28,BL28,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL29,BL29,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL30,BL30,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL31,BL31,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL32,BL32,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL33,BL33,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL34,BL34,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL35,BL35,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL36,BL36,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL37,BL37,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL38,BL38,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL39,BL39,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL40,BL40,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL41,BL41,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL42,BL42,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL43,BL43,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL44,BL44,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL45,BL45,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL46,BL46,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL47,BL47,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL48,BL48,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL49,BL49,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL50,BL50,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL51,BL51,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL52,BL52,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL53,BL53,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL54,BL54,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL55,BL55,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL56,BL56,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL57,BL57,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL58,BL58,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL59,BL59,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL60,BL60,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL61,BL61,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL62,BL62,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL63,BL63,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL64,BL64,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL65,BL65,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL66,BL66,body,keep,표준 체침 경혈 코드
18,Luo,2006,BL67,BL67,body,keep,표준 체침 경혈 코드
18,Luo,2006,GV1,GV1,body,keep,표준 체침 경혈 코드
18,Luo,2006,GV2,GV2,body,keep,표준 체침 경혈 코드
18,Luo,2006,GV3,GV3,body,keep,표준 체침 경혈 코드
18,Luo,2006,GV4,GV4,body,keep,표준 체침 경혈 코드
18,Luo,2006,GV5,GV5,body,keep,표준 체침 경혈 코드
18,Luo,2006,GV6,GV6,body,keep,표준 체침 경혈 코드
18,Luo,2006,GV7,GV7,body,keep,표준 체침 경혈 코드
18,Luo,2006,GV8,GV8,body,keep,표준 체침 경혈 코드
18,Luo,2006,GV9,GV9,body,keep,표준 체침 경혈 코드
18,Luo,2006,GV10,GV10,body,keep,표준 체침 경혈 코드
18,Luo,2006,GV11,GV11,body,keep,표준 체침 경혈 코드
18,Luo,2006,GV12,GV12,body,keep,표준 체침 경혈 코드
18,Luo,2006,GV13,GV13,body,keep,표준 체침 경혈 코드
18,Luo,2006,GV14,GV14,body,keep,표준 체침 경혈 코드
18,Luo,2006,GV15,GV15,body,keep,표준 체침 경혈 코드
18,Luo,2006,GV16,GV16,body,keep,표준 체침 경혈 코드
18,Luo,2006,GV17,GV17,body,keep,표준 체침 경혈 코드
18,Luo,2006,GV18,GV18,body,keep,표준 체침 경혈 코드
18,Luo,2006,GV19,GV19,body,keep,표준 체침 경혈 코드
18,Luo,2006,GV20,GV20,body,keep,표준 체침 경혈 코드
18,Luo,2006,GV21,GV21,body,keep,표준 체침 경혈 코드
18,Luo,2006,GV22,GV22,body,keep,표준 체침 경혈 코드
18,Luo,2006,GV23,GV23,body,keep,표준 체침 경혈 코드
18,Luo,2006,GV24,GV24,body,keep,표준 체침 경혈 코드
18,Luo,2006,GV25,GV25,body,keep,표준 체침 경혈 코드
18,Luo,2006,GV26,GV26,body,keep,표준 체침 경혈 코드
18,Luo,2006,GV27,GV27,body,keep,표준 체침 경혈 코드
18,Luo,2006,GV28,GV28,body,keep,표준 체침 경혈 코드
19,Lv,2007,GV24,GV24,body,keep,표준 체침 경혈 코드
19,Lv,2007,GV20,GV20,body,keep,표준 체침 경혈 코드
